Module	Section	Sample Name	Source
STAR	ReadsPerGene	SRP065216-GSM1915644-SU484-pHSC.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915644-SU484-pHSC/166614849/SRP065216-GSM1915644-SU484-pHSC.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915580-1022-CD8Tcell.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915580-1022-CD8Tcell/166614721/SRP065216-GSM1915580-1022-CD8Tcell.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915640-SU444-Blast.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915640-SU444-Blast/166614841/SRP065216-GSM1915640-SU444-Blast.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915656-SU654-Blast.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915656-SU654-Blast/166614873/SRP065216-GSM1915656-SU654-Blast.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915582-2596-Bcell.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915582-2596-Bcell/166614725/SRP065216-GSM1915582-2596-Bcell.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915594-5852-CD8Tcell.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915594-5852-CD8Tcell/166614749/SRP065216-GSM1915594-5852-CD8Tcell.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915655-SU583-pHSC.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915655-SU583-pHSC/166614871/SRP065216-GSM1915655-SU583-pHSC.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915643-SU484-Blast.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915643-SU484-Blast/166614847/SRP065216-GSM1915643-SU484-Blast.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915634-SU209-pHSC.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915634-SU209-pHSC/166614829/SRP065216-GSM1915634-SU209-pHSC.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915596-5852-GMP.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915596-5852-GMP/166614753/SRP065216-GSM1915596-5852-GMP.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915624-7653-Mono.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915624-7653-Mono/166614809/SRP065216-GSM1915624-7653-Mono.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915581-1022-NKcell.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915581-1022-NKcell/166614723/SRP065216-GSM1915581-1022-NKcell.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915586-2596-Ery.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915586-2596-Ery/166614733/SRP065216-GSM1915586-2596-Ery.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915609-7256-CMP.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915609-7256-CMP/166614779/SRP065216-GSM1915609-7256-CMP.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915641-SU444-LSC.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915641-SU444-LSC/166614843/SRP065216-GSM1915641-SU444-LSC.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915646-SU496-LSC.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915646-SU496-LSC/166614853/SRP065216-GSM1915646-SU496-LSC.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915579-1022-CD4Tcell.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915579-1022-CD4Tcell/166614719/SRP065216-GSM1915579-1022-CD4Tcell.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915622-7653-LMPP.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915622-7653-LMPP/166614805/SRP065216-GSM1915622-7653-LMPP.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915607-6926-CLP.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915607-6926-CLP/166614775/SRP065216-GSM1915607-6926-CLP.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915587-2596-NKcell.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915587-2596-NKcell/166614735/SRP065216-GSM1915587-2596-NKcell.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915606-6792-MPP.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915606-6792-MPP/166614773/SRP065216-GSM1915606-6792-MPP.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915583-2596-CD4Tcell.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915583-2596-CD4Tcell/166614727/SRP065216-GSM1915583-2596-CD4Tcell.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915657-SU654-LSC.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915657-SU654-LSC/166614875/SRP065216-GSM1915657-SU654-LSC.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915600-5852-MPP.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915600-5852-MPP/166614761/SRP065216-GSM1915600-5852-MPP.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915658-SU654-pHSC.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915658-SU654-pHSC/166614877/SRP065216-GSM1915658-SU654-pHSC.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915621-7653-HSC.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915621-7653-HSC/166614803/SRP065216-GSM1915621-7653-HSC.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915595-5852-CMP.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915595-5852-CMP/166614751/SRP065216-GSM1915595-5852-CMP.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915590-5483-LMPP.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915590-5483-LMPP/166614741/SRP065216-GSM1915590-5483-LMPP.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915593-5852-CD4Tcell.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915593-5852-CD4Tcell/166614747/SRP065216-GSM1915593-5852-CD4Tcell.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915601-6792-CMP.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915601-6792-CMP/166614763/SRP065216-GSM1915601-6792-CMP.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915584-2596-CD8Tcell.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915584-2596-CD8Tcell/166614729/SRP065216-GSM1915584-2596-CD8Tcell.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915647-SU496-pHSC.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915647-SU496-pHSC/166614855/SRP065216-GSM1915647-SU496-pHSC.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915636-SU351-pHSC.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915636-SU351-pHSC/166614833/SRP065216-GSM1915636-SU351-pHSC.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915652-SU575-pHSC.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915652-SU575-pHSC/166614865/SRP065216-GSM1915652-SU575-pHSC.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915597-5852-HSC.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915597-5852-HSC/166614755/SRP065216-GSM1915597-5852-HSC.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915612-7256-LMPP.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915612-7256-LMPP/166614785/SRP065216-GSM1915612-7256-LMPP.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915602-6792-GMP.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915602-6792-GMP/166614765/SRP065216-GSM1915602-6792-GMP.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915639-SU353-pHSC.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915639-SU353-pHSC/166614839/SRP065216-GSM1915639-SU353-pHSC.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915638-SU353-LSC.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915638-SU353-LSC/166614837/SRP065216-GSM1915638-SU353-LSC.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915591-5483-NKcell.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915591-5483-NKcell/166614743/SRP065216-GSM1915591-5483-NKcell.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915648-SU501-Blast.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915648-SU501-Blast/166614857/SRP065216-GSM1915648-SU501-Blast.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915615-7256-MPP.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915615-7256-MPP/166614791/SRP065216-GSM1915615-7256-MPP.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915627-SU048-Blast.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915627-SU048-Blast/166614815/SRP065216-GSM1915627-SU048-Blast.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915592-5852-Bcell.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915592-5852-Bcell/166614745/SRP065216-GSM1915592-5852-Bcell.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915651-SU575-LSC.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915651-SU575-LSC/166614863/SRP065216-GSM1915651-SU575-LSC.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915578-1022-Bcell.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915578-1022-Bcell/166614717/SRP065216-GSM1915578-1022-Bcell.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915619-7653-CMP.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915619-7653-CMP/166614799/SRP065216-GSM1915619-7653-CMP.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915633-SU209-LSC.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915633-SU209-LSC/166614827/SRP065216-GSM1915633-SU209-LSC.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915604-6792-MEP.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915604-6792-MEP/166614769/SRP065216-GSM1915604-6792-MEP.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915632-SU209-Blast.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915632-SU209-Blast/166614825/SRP065216-GSM1915632-SU209-Blast.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915653-SU583-Blast.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915653-SU583-Blast/166614867/SRP065216-GSM1915653-SU583-Blast.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915603-6792-HSC.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915603-6792-HSC/166614767/SRP065216-GSM1915603-6792-HSC.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915617-7653-CD4Tcell.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915617-7653-CD4Tcell/166614795/SRP065216-GSM1915617-7653-CD4Tcell.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915611-7256-HSC.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915611-7256-HSC/166614783/SRP065216-GSM1915611-7256-HSC.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915625-7653-MPP.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915625-7653-MPP/166614811/SRP065216-GSM1915625-7653-MPP.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915650-SU575-Blast.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915650-SU575-Blast/166614861/SRP065216-GSM1915650-SU575-Blast.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915630-SU070-LSC.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915630-SU070-LSC/166614821/SRP065216-GSM1915630-SU070-LSC.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915608-6926-Ery.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915608-6926-Ery/166614777/SRP065216-GSM1915608-6926-Ery.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915645-SU496-Blast.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915645-SU496-Blast/166614851/SRP065216-GSM1915645-SU496-Blast.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915629-SU070-Blast.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915629-SU070-Blast/166614819/SRP065216-GSM1915629-SU070-Blast.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915598-5852-MEP.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915598-5852-MEP/166614757/SRP065216-GSM1915598-5852-MEP.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915588-5483-CLP.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915588-5483-CLP/166614737/SRP065216-GSM1915588-5483-CLP.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915618-7653-CD8Tcell.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915618-7653-CD8Tcell/166614797/SRP065216-GSM1915618-7653-CD8Tcell.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915605-6792-Mono.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915605-6792-Mono/166614771/SRP065216-GSM1915605-6792-Mono.STAR.ReadsPerGene.out.tab
STAR	ReadsPerGene	SRP065216-GSM1915585-2596-CLP.STAR	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE75384_RNAseq_hg19/mapping_hg19/CLI-GSE75384-UNSTRANDED/SRP065216-GSM1915585-2596-CLP/166614731/SRP065216-GSM1915585-2596-CLP.STAR.ReadsPerGene.out.tab
